Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2024-05-22,Atlantic Rim,2013,https://boxd.it/6wmiRn,1,,"* Godspeed, stock footage
* Great idea, put away your gun while looking for a missing child
* — Another one — Don't you think you've had enough Coke Zero?
* Aww, the suburban wants to help!
* Let's rock and roll. Metaphorically speaking of course","netflix, mst3k, kaiju, mockbusters, superhero",2024-05-21
2024-05-23,The Devil-Doll,1936,https://boxd.it/6wzDH5,3.5,,"<b><a href=""https://boxd.it/pRNg0/detail"">Hooptober 4.0 | 22/31 | Tod Browning</a></b>

A spotlight shines out from a prison tower on Devil's Island. A guard stands by on a turret, ready to shoot if necessary. Guards guide dogs through the marshy jungle. Paul and Marcel push on, discussing what awaits them when they escape.

<blockquote><i>— You have only hatred in your heart. My work will help the world to live.
— And my work will help three men die.</i></blockquote>

Malita works in a lab on the outskirts of French Guiana when her dog, Briggs, barks a warning. The other dogs join in outside. They run to the door to find Malita's husband, Marcel, and Paul in a boat. When they go inside, Paul reveals how ill Marcel has been. 

Marcel and Malita show Paul what he thinks are toy dogs, but are dogs reduced to 1/6th their original size. Marcel aims to reduce everyone to 1/6th their size and lower their demand on the Earth's limited resources.

Paul tells Malita about his three business associates who framed Paul and put him in prison. After Marcel figures out the solution and passes it to Malita, he dies. Paul helps her complete the work on a woman. Paul must concentrate and she will respond to his will.

Armed with the formula, Paul disguises himself as an elderly lady. Malita assists him in using the formula to create ""toys,"" which he then employs for revenge against the men who harmed him.

The film has a great setup. It takes a little time to weave together the story pieces and get to the actual revenge. Those scenes, and some of the police investigation, have some satisfying tension.

The effects are solid and remind me of <i>The Bride of Frankenstein</i>. I guess this is technically a ""killer toy"" movie, but it's too much of its own weird thing to fall into easy classification.

Todd Browning kills it again.","hooptober, hooptober4.0, killer toy, christmas horror",2024-05-22
2024-05-23,News from Home,1976,https://boxd.it/6wBbkL,5,,"<b><a href=""https://boxd.it/q4PJa/detail"">Criterion Challenge 2022 | 16/52 | Directed by Chantal Akerman</a></b>

<blockquote><i>Sweetheart, at first you wrote so often…</i></blockquote>

Chantel Akerman reads letters that her mother sent her from Brussels while Akerman lived in New York City. The film is several long takes of places where Akerman used to take walks. We hear none of Akerman’s response letters, only those her mother sent her.

She captured the footage without sound, adding incidental sound effects after the fact to maintain complete control over the soundscape. The sound effects sometimes overwhelm the written letters — a passing car may roar over the words.

Akerman captured the footage in 1976, three years after she returned to Belgium. Places hold memories, yet they change as time passes - haunts close, people move. The footage is like revisiting an old letter. In a letter, people remain frozen in a moment. You, the recipient, are the city, evolving and disconnecting from that time.

I don’t speak to my mother and have never had the type of relationship with my father where we correspond regularly. In my inbox is an email my father sent me this morning — his first in three months. I’ll reply before the end of the week.","criterion channel, criterion, criterion challenge 2022, cc2022, directed by women, edited by women, written by women, solidarity, psychogeography, eclipse, sight and sound",2024-05-22
2024-05-23,Lords of the Deep,1989,https://boxd.it/6wFKNh,1.5,,"Roger Corman has a speaking role in this?? For a cheapie, (some of) the special effects are pretty good! I wish the movie was better

* Oh floating translucent blob, you're my only friend
* She's molting! Oh, gloves
* That tissue isn't human, Jack. It's Kangaroo Jack
* Another successful adventure for Young Al Bundy
* He's dead. We'll be sitting shiva in the conference room
* She's in a Matthew Barney video (not funny, but an unexpected reference)","netflix, mst3k, mockbusters, directed by women",2024-05-22
2024-05-23,Tapeheads,1988,https://boxd.it/6wIRUZ,2.5,,"<b><a href=""https://boxd.it/sWI7Y"" title=""Birthday Year Challenge 7"">Birthday Year Challenge 7</a></b>

Ivan (John Cusack) and Josh (Tim Robbins), best friends since childhood, have a small fling for Josh's birthday before going to their job as security guards. Ivan surprises Josh at work with a party with strangers as guests. Josh films it from the camera station and edits in real time to Betamax, cutting a sort of music video.

Their on-site boss catches and fires them. The boys hit the bar and ease their woes with beer and RVTV on the tube. Josh claims he could make better videos than what's on TV. Ivan sees a business opportunity, and they form Video Aces, a music video production company.

They ""rent"" a free warehouse from some rich girl who makes art with shotguns and blowtorches. They make commercials and music videos, looking for that big break.

The movie has several fake shows and commercials, such as a commercial for one of those money books, Prosperity Through Exploitation.

The movie isn't funny, but it got better as I got higher. If it's trying to satirize or reference MTV culture, it feels like the filmmakers were adults when MTV debuted. So, their understanding of what the youth want is flawed (hint: it isn't reunion shows of un-famous bands).

But if you can ignore how clever it thinks it is, it becomes mindless eye candy — tons of cameos and some odd music videos. One video is just voyeuristic zoom-ins on women's asses.

* I keep seeing Doug McClure in things! 
* Weird Al has a brief cameo where he shoves a door in John Cusack's face.
Jessica Walter!","plex, birth year challenge",2024-05-22
2024-05-24,I Saw the TV Glow,2024,https://boxd.it/6x9fWd,5,Yes,I had to go sit in front of a fire after this,"alamo drafthouse, morgan",2024-05-23
2024-05-25,The Serpent and the Rainbow,1988,https://boxd.it/6xkllf,3.5,,"<b><a href="""">Hooptober 4.0 | 23/31 | Wes Craven</a></b>

<blockquote><i>In the legends of voodoo, the Serpent is the symbol of Earth. The Rainbow is a symbol of Heaven. Between the two, all creatures must live and die. But because he has a soul, man can be trapped in a terrible place where death is only the beginning.</i></blockquote>

<b>Haiti, 1978</b>
At night, a voodoo parade marches through town. A man, wearing a black hat and painted as a skeleton, leads men carrying a coffin. They drop the coffin in front of a French missionary clinic and light it on fire. Peytraud watches. At the clinic, a man named Christophe suddenly dies. The following day, they hold a funeral for him. Peytraud attends. As they place the cover on the coffin and lower it into the earth, Christophe’s eyes open and tears run down his cheeks.

<b>Amazon Basin, 1985</b>
Dr. Dennis Alan is an anthropologist from Harvard, on a botanical expedition. He meets with a shaman called An Hango — “the most powerful spiritual man in the Amazon.” The shaman brews an elixir for Dr. Alan to drink — they won’t let him leave until he does. Dr. Alan drinks the potion and has a vivid hallucination of a leopard. A strong wind blows and he sees Peytraud. Hands emerge from the ground, pulling the screaming doctor down. Through the hole he goes — faces and hands guide him down until the sides disappear and Alan falls into bottomless darkness.

<b>Boston</b>
Dr. Alan gets a call from Earl Schoonbacher, a friend and former professor, now a consultant for a pharmaceutical company called Boston Biocorp. They have a meeting to discuss zombification. A recent photo proves Christophe is still alive in Haiti. Something brought him back to life. Boston Biocorp wants Dr. Alan to determine how.

<b>Haiti</b>
Dr. Alan meets up with Dr. Marielle Duchamp to locate Christophe. Before they do, Captain Peytraud of the Tonton Macoute warns Alan to leave before it’s too late.

<blockquote><i>Don't let them bury me — I'm not dead!</i></blockquote>

The film unfurls into a horny nightmare — symbolic images flood Dr. Alan’s dreams before he encounters them awake. Some of them are pretty horrifying (compliment). The idea of drowning in a coffin filled with blood is solid nightmare fuel. I like the idea that once the zombie powder has affected you, it leaks into your waking life.

Bill Pullman is hot, Cathy Tyson is hot. We get some Pullman pubes.

Brent Jennings, who plays Louis Mozart, is charismatic and brings energy to the movie. Is he always a minor character? I would love to see a film with him in a more prominent role.

The original cut for this movie was 3 hours. It’s clear from the narration and montage. As a result, the film feels a tad shallow. We lost some characterization, but I can’t tell if it would add to the experience. Perhaps what we’re losing is a more explicit or well-defined argument about the director’s feelings about voodoo and how white people appropriate it. Or maybe that was never on the filmmaker’s mind.

My score is mostly for the bonkers effects","hooptober, hooptober4.0, folk horror: a study, zombies",2024-05-24
2024-05-25,Child's Play,1988,https://boxd.it/6xnign,4,,"<b><a href=""https://boxd.it/pRNg0/detail"" rel=""nofollow"">Hooptober 4.0 | 24/31 | Tom Holland</a></b>

<b><a href=""https://boxd.it/w2ybq"">Rank of Chucky</a></b>

Detective Mike Norris chases notorious serial killer Charles Lee Ray through the streets of Chicago. Ray’s accomplice, Eddie, drives off and leaves Ray behind. Wounded by a gunshot, Ray hobbles into Playland Toys to hide. The Good Guy talking doll is displayed prominently on the shelves, a child-sized redhead in overalls, with a ventriloquism dummy mouth. 

Norris gets a solid hit on Ray in the shootout, who stumbles bleeding into the back. In case it isn’t clear, Ray yells aloud to Norris that he is dying.

<blockquote><i>You hear that? I’m going to get you and I’m going to get Eddie, no matter what!</i></blockquote>Ray circles the store and collapses into the stack of Good Guy talking dolls. He pulls one of the dolls out of the box and chants something. A storm brews outside, lightning filling the sky. At the culmination of the chant, a lightning bolt breaks through the skylight, causing a massive explosion. Norris finds Ray’s dead body and the smiling doll next to him.

Cut to the home of six-year-old Andy, who watches a commercial for the Good Guy talking doll — an animated character that promises to be your friend. When his mother, Karen, wakes up, they open presents. He gets some toys, but not the Good Guy talking doll he wants. Karen, a widow barely scraping by, couldn’t afford the expensive toy.

Later, while Karen is at work, her coworker and best friend Maggie informs her of a peddler in the alley selling discounted Good Guy talking dolls. Karen brings the doll home to the elated Andy. The doll introduces itself as Chucky, his friend to the end. 

Maggie watches Andy while Karen works another shift. Chucky displays unusual behavior. For example, when the TV mentions the police capturing Eddie, Chucky ignores Andy to watch the news. Maggie turns off the TV and puts them to bed. Then, the sound of the TV cutting back on startles Maggie. Chucky is in the living room. Maggie assumes Andy is playing with her. But after Andy goes to sleep, she hears funny noises. A hammer hits her in the face, sending her stumbling backward, out of the window, and into a car below.

<blockquote><i>— Do you believe me now?
— Yeah, but who's gonna believe me?</i></blockquote>Thank god Charles Band couldn’t afford to make this movie — I’m sure it would’ve been goofy fun, but the slick budget helps a lot. The special effects are outstanding! They used clever camera tricks, doubles, and radio-controlled puppetry. It still works today.

The film walks a difficult tone line. Some of the subject matter is pretty heavy, especially around Andy’s psychology and the prospect of not only losing his mother but Chucky potentially murdering him. The kid does a swell job — he has an emotional breakdown scene that helps us sympathize with him.

I like Catherine Hicks in this movie. She has to sell some pretty unbelievable behavior, but her character is so on the edge as it is.

Cutting this movie to under ninety minutes keeps the pace fast and fun. I did not expect to like this as much as I did. This is a hugely successful franchise that only gets weirder.

I’m looking forward to checking out the rest!


<b>*** Spoiler Talk ***</b>
So, Charles Lee Ray uses voodoo to transfer into Chucky's body. I watched <i>The Serpent and the Rainbow</i> before this. I didn’t intend to watch two voodoo movies today. Honestly, it could have been any [insert magic here] that got him in there. Why it had to be voodoo, I’m not sure. Also, both movies came out in 1988, so maybe voodoo was a hot topic?","hooptober, hooptober4.0, slasher, killer toy, home invasion",2024-05-24
2024-05-25,The Marriage of Maria Braun,1979,https://boxd.it/6xtlmb,4.5,,"<b><a href=""https://boxd.it/q4PJa/detail"" rel=""nofollow"">Criterion Challenge 2022 | 17/52 | Directed by Rainer Werner Fassbinder</a></b>

A picture of Hitler painted on a wall explodes — an Allied bombing raid — exposing Maria Berger and Hermann Braun's wedding at the Civil Registry. They exchange their vows, and windows collapse, and people scramble. While they huddle together, Maria pulls out the forms to sign to make their marriage legally binding.

Hermann returns to the eastern front, and Maria scrambles to make money. She tries to sell her wedding dress, but as her mother says, there are too many women and not enough men right now.

After the war ends and the men return home, Maria searches for Hermann, but he does not return. Still, she holds out hope that he is alive.

In the meantime, Maria must support herself, her mother, and her grandfather. She does her hair and makeup and buys a smuggled dress. Maria goes to her old high school gym, which the Allied troops have converted into an underground bar. There, she applies to do sex work in exchange for cash or goods.

So it will go for Maria — she must seduce and manipulate to find a way forward. The film follows the episodes of her life and the lengths Maria will go to.

Hermann is the ghost on the outskirts of Maria's life. She claims to do it all for him, but how could she?

If one thing has become clear in Fassbinder's movies, it's that he sees himself as an unredeemable piece of shit and likes to focus on similar characters. He was vocal about how much he related to Franz Biberkopf, who was awful to everyone in his life and got what he deserved. But he was also a sympathetic character who the audience cared about.

Here, in a movie made around the same time as <i>Berlin Alexanderplatz</i>, we have Maria Braun. We never see her give an honest go at life, only the time when she lies and fights to live. The value of another life loses its meaning as her ambitions forsake her feelings.

<blockquote><i>It's not a good time for feelings, but that suits me fine.</i></blockquote>The movie has a brisk momentum — everything happens before you can get a hold of it.

Like other Fassbinder movies, melodrama is the lifeblood that keeps the story human — swirling camera and mourning widows, moments of bitter reflection with all-or-nothing conclusions, and sudden musical stings.

It feels a little surreal seeing so many actors from <i>Berlin Alexanderplatz</i>!

Hanna Schygulla exudes something like femme fatale energy, but she never plays the game to full effect. Still, her Maria is unknowable — her secrets live at the edge of the eyes.

For all its eccentricities, the movie isn't as alienating as some of his other movies. It may not be a romping good time, but its story is human. Still, no one's ever made a movie like Fassbinder did — it's magic I hope to understand someday.","criterion channel, criterion, criterion challenge 2022, cc2022, written by women, edited by women, 1001 movies",2024-05-24
2024-05-25,Happy Together,1997,https://boxd.it/6xxWjh,4,,"<b><a href=""https://boxd.it/q4PJa/detail"" rel=""nofollow"">Criterion Challenge 2022 | 18/52 | Directed by Wong Kar-wai</a></b>

<blockquote><i>You can act happy, but your voice will tell the truth</i></blockquote>Ho Po-Wing and Lai Yiu-Fai, two on-again, off-again boys, go on a trip to Argentina to try and start over. But things go from bad to worse, and the relationship becomes abusive. Can they address their jealousy? Can Po-Wing stop fucking other boys?

The two have a toxic dynamic. It's a difficult watch because you want Po-Wing and Yiu-Fai to move on and figure out how to be happy apart, but they keep running back to each other, trying to start new without addressing any of their shit.

But together or apart, they both are lonely people.

For a 90s movie, it's impressive that no one is performing gendered roles or acting out any notable gay stereotypes. Although, look at that raw denim vest.

The story is a little too flat for a good chunk of the movie, but it finds a way to explore different dynamics.

Still, the performances are heartbreaking, and every frame is beautiful. Rich black and white —  mesmerizing color — Christopher Doyle doesn't miss.","criterion channel, criterion, criterion challenge 2022, cc2022, queer, 1001 movies, sight and sound, village voice, golden horse",2024-05-24
2024-05-26,Cannibal Terror,1980,https://boxd.it/6xVYFx,1.5,,"<b><a href=""https://boxd.it/pRNg0/detail"" rel=""nofollow"">Hooptober 4.0 | 25/31 | people eating people (non-zombie) 1/3</a></b>

Mario and Roberto are two dipshit thieves. After botching yet another job, they meet up with Lina. Lina saw a little girl, Flaurence, whose parents are wealthy car manufacturers. They concoct a plan to kidnap her for ransom money.

Mousier Danville gets the call and races to get her, but he accidentally hits a pedestrian with his car right in front of the cops. The cops arrest Danville.

The crooks call their boss, Pepe, who instructs them to hide out with Antonio in the jungle until things cool off. A woman named Mickey helps them cross the border, but when the car's radiator overheats, she leaves them behind to get water

The palest white dudes I've ever seen, dressed in face paint, wigs, and loincloths, hide in the tall grass. Mickey shoots at them, but they capture her. The others hear the gunshot and drive off without her. The ""tribe"" cuts open Mickey, digs out her insides and goes nuts.

This film is the rare (at the time) French cannibal flick, coming at the tail end of a slew of Italian cannibal movies. It also shares some footage/characters with <i>Mondo Cannibale</i>, a film directed by this film's co-writer, Jess Franco. 

The movie altogether is pretty inept. It has decent pacing until we get to Antonio's.  We don't care if the cannibals get the thieves. But we get some stakes with a little girl in their company.

The gore and viscera are grotesque — they're ripping apart some animal, and the white tribespeople put animal parts in their mouths and gnaw.

The Severin remaster is top-notch, perhaps to the film's detriment — some grain and film scratches might hide the seams a bit better. 

Overall, the film does as little as possible to check off the genre troupes. The only reason this movie received any attention (and why I'm watching it) is because it was on the UK Video Nasties list.


<b>*** Stray Thoughts / Spoilers ***</b>
* The dubbing is so funny — I assume it's the script more than the performances, but they go so big, especially whoever dubbed Mario and Roberto.
* Lost for things to do, we cut between Lina trying to fuck a guitarist and Mario raping Antonio's wife, Manuela, for no fucking reason.
* There's a scene where everyone dances to some cheap psych rock, and Manuela sings La Cucaracha arhythmically over it.
* When the Danville's drive to get their girl, they drive through the cannibal village set.
* ""What's that over there?! Oh, it's just a bird.""
* Oh no, blackface — that feels like footage from the Jess Franco movie because we never see that guy again, and everyone else is as white as the driven snow
* How do you have a parrot in half of your movie, and it doesn't say anything??
* The cannibals are vigilantes?","tubi, hooptober, hooptober4.0, cannibal, video nasties, junglesploitation",2024-05-25
2024-05-26,The Day Time Ended,1980,https://boxd.it/6xYe2F,2.5,,"TV's son of TV's frankfurter 

Woah, Dr. Laurence Erhardt returned! I legitimately forgot about him.

This movie is okay — more boring than broken

The little animated alien is nightmare fuel — I love him. Why are there so many different aliens?

* Don't talk to the lovecraftian obelisk, dear!
* — Grandpa! — Not now, telephone 
* Every part of the cow
* The afterglow of elder love cools in the desert mist
* — This doesn't make any sense! — It's a Charles Band movie, what did you expect?
* Come, sweet death
* Crap, I think that thing imprinted on me
* At least give the horse a weapon, jeez!","netflix, mst3k",2024-05-25
2024-05-27,Once Upon a Time... in Hollywood,2019,https://boxd.it/6yd74z,2,,"<b><a href=""https://boxd.it/qBmUY/detail"" rel=""nofollow"">Anti-Criterion Challenge 2024 | 22/52 | Andy Young’s “That” shot of someone in a theater watching a movie</a></b>

Rick Dalton (Leonardo DiCaprio) starred in the TV show <i>Bounty Law</i> in the 50s. Cliff Booth (Brad Pitt) was his stunt double. Now, in 1969, the two are close friends — Rick mostly does TV villain roles, but Cliff can't find much work after the allegations that he murdered his wife.

Rick's agent, Marvin Schwartz (Al Pacino), advises Rick to look into Spaghetti Westerns. Rick thinks he's above for that shit, even though he's done cheap exploitation that would, by all definitions, be more embarrassing. 

Sharon Tate (Margot Robbie) and Roman Polanski (Rafał Zawierucha) return home after a long trip. They live next door to Rick. Sharon talks about a new friend she doesn't think Roman would like.

The film follows Rick and Cliff's journey to the bottom, visiting in on Sharon Tate every now and again to see her feet.

For a three-hour movie, not much happens. It's a lot of ""Remember this song? This ad? This brand of beer?"" Like, 1/2 of the movie is that.

He goes through the exhaustive expense to recreate 1969 LA. But for every old film style he approaches, he goes for expensive over authentic, claiming he wants it to feel like it did in his childhood memories. It's another way of saying he'll do whatever he wants, fuck you very much.

The movie has a lot of hot people being hot. Unrelatedly, I've never seen more foot shots in my life. The way every actress points their bare feet — they received SPECIFIC direction.

DiCaprio has the most emotionally resonant scene in the movie. Him doing a TV pilot with real-life TV actors Timothy Olyphant and Luke Perry is a clever way to signal his decline in status.

I hated how they characterized Bruce Lee. Also, how they handled the Manson family shit is bizarre.

The third act is such a clumsy mess — one scene is disgusting, misguided, and legitimately ruins the entire movie. What's worse is that Tarantino wrote the film in reverse with that scene in mind.

This film is glossy, well-acted, and has moments that work for me. Tarantino is a good director and a fascinating storyteller. Here, his indulgence does not pay off.","hulu, anti-criterion challenge 2024, acc2024, 1001 movies",2024-05-26
2024-05-27,Killing American Style,1988,https://boxd.it/6ygTWv,1,,"<b><a href=""https://boxd.it/rIGbC/detail"" rel=""nofollow"">Cult Movie Challenge 2024 | 22/52 | Robert Z'Dar</a></b>

Tony Stone comes to John Lynch's club with a big job — rob an ice cream factory. They have 22 trucks — that's so much ice cream money! A guard lets them in, and they make it in and out with two casualties.

The factory owner catches on that the guard was part of it, and the guard spills the beans on Tony's gang. The police find Tony and Lynch and send them to maximum security prison.

But before the bus can get there, Tony's men trick the bus into stopping, and they escape. With nowhere to run, they find a farmhouse full of bikini-clad babes and hold them hostage. 

Meanwhile, the police work to track down the fugitives.

This movie sucks, and I love it! I've never seen Robert Z'Dar speak so much.

Honestly, after 40 minutes, this becomes pretty unbearable.


<b>*** Stray Thoughts / Spoilers ***</b>
* We open on some women auditioning to dance for... ? 
* Lynch, after Tony interrupts his sex sesh, tells the model to ""keep it warm for me.""
* The ice cream plant has, like, ten guards
* Tony shoots a cop in the chest and yells, ""What do you want from me?""
* Why does the bus full of maximum security guards stop to help a man in drag?
* ""We've come to get you, Tony! We fooled them! We fooled them!""
* Only three convicts get off the bus. The rest quietly wait for the police to arrive.
* A kid says, ""Hey, sexy auntie,"" to his aunt in a bathing suit.
* ""Pull all the phones out of the wall. No one calls in, no one calls out.""
* A kid at the dojo shit-talks another kid. His dad says, ""Just ignore him."" The shit-talking kid's dad says, ""Hey, don't ignore my son!"" The two dads get in the ring and fight.
* Tony's mom runs a cat shelter called The Gay Paris
* Why would they send one of the hostages to get a doctor??
* ""I have champagne — everything inside me bubbles,"" says the sex worker to the police chief
* ""They say I'm backward because I like it in the back.""
* The dad gives Tony $3500 to leave, and Tony says, ""Maybe.""
* Lynch has a disgusting rape scene
* How does Lynch call out if they ripped all the phones off the walls?
* I love the way Z'Dar says, ""You son of a bitch""
* I don't love the racist slurs
* I'm glad he rented a hotel room with enough floor space to wrestle
* Why does Tony's mom fight the guy trying to help them??
* Wait, I thought they shot the doctor?
* ""I'll kill them, American style.""
* All this over ice cream money smdh","tubi, cmc, cmc2024, home invasion",2024-05-26
2024-05-28,Emanuelle and the Last Cannibals,1977,https://boxd.it/6yM3Yt,2.5,,"<b><a href=""https://boxd.it/pRNg0/detail"">Hooptober 4.0 | 26/31 | people eating people (non-zombie) 2/3</a></b>

Emanuelle, a photojournalist, sits in a NYC psyche ward, posing as a patient. She has a baby doll on her lap. When the eyes close, a shutter clicks.

Down the hall, a nurse burst out of a room, her smock partially removed and her right breast torn from her body. The orderlies rush in to see a girl haunched in the corner, eating the last remaining breast tissue. As they clumsily force her into a straightjacket, Emanuelle turns the corner and takes a photo.

Later that night, Emanuelle sneaks into the girl’s room. She fingers the girl into submission to get information. She learns that the nurse who lost a breast was abusing the girl — unlike what Emanuelle was doing, with the fingering and whatnot. The girl also has an unusual tattoo just below her belly button. Through some guy at the newspaper, she learns the tattoo is from an Amazonian cannibal tribe.

Her editor puts her in touch with Professor Mark Lester at the American Museum of Natural History, who has made several expeditions to the area and could be of use. The professor brings her back to his place to watch videos of cannibals decapitating men, sawing off their genitals, and eating their eyeballs.

After sex with the professor and a stranger at the docks, Emanuelle is now prepared to embark on her journey to the Amazon in search of a lost cannibal tribe.

This film was on an Italian horror list. All I knew beforehand was that it was a cannibal movie and that <i>Emanuelle</i> was a series. I didn’t realize I was also watching a sexploitation flick. The plot stops repeatedly for softcore sex scenes. It’s so frequent that it’s annoying, bordering on funny.

It’s also disorienting because the gore is quite brutal. We have brief moments of gore throughout, followed by a veritable orgy in the last act.

Overall, this is the purest distillation of pulp I can recall. Joe D’Amato knows exactly what softcore and cannibal audiences want, and blends the two as clumsily as necessary to fit all the troupes. Since I’m not a fangirl of either genre, I can’t say I like this. But it’s hard to hate something so hilariously crass.","hooptober, hooptober4.0, cannibal, sexploitation, junglesploitation",2024-05-27
2024-05-28,Lust for a Vampire,1971,https://boxd.it/6yQI37,2,,"<b><a href=""https://boxd.it/pRNg0/detail"" rel=""nofollow"">Hooptober 4.0 | 27/31 | people eating people (non-zombie) 3/3</a></b>

A black carriage kidnaps a barmaid on her way home. It brings her to the Karnstein castle, vacant for the past 40 years. There, a woman in a black cloak and a poor imitation of Christopher Lee perform a ritual, draining blood from the barmaid and pouring it over a long-dead corpse. With an incantation to Satan, the body glows and returns to life, once more human.

Meanwhile, the author, Lestrange, is out for some strange, flirting with every barmaid and farm girl he sees. The barkeep warns him that the Karnsteins are to return, as they do every 40 years. Lestrange calls bullshit and goes to the castle.

There, he meets a schoolteacher and three girls from a nearby finishing school. They lead Karstein to the school, where he connives to become the new English teacher. While Karnstein tries to get laid, the audience tries to figure out the mystery of the disappearing girls.

This movie is the second in a loose trilogy. I saw the first one long enough ago that my scant review did not refresh my memory.

I did not know (or perhaps forgot) that Hammer made movies as horny as this one. So many topless women for no particular reason. Women make eye contact with the camera and go in for kisses, skinny dip, and make out with each other.

There is a scene where the song Strange Love plays, and Yutte Stensgaard makes an ahegao face as Michael Johnson kisses somewhere on her person. I laughed.

Despite this, the film succeeds in some Gothic atmosphere. The third act is when everything picks up. The journey there isn't awful, but the film believes the occasional boobs will suffice where the plot lacks.","shudder, hooptober, hooptober4.0, vampires, britsploitation, gothic horror",2024-05-27
2024-05-28,Killer Fish,1979,https://boxd.it/6yTLZf,2.5,,"* Can I offer you a refill on your Pedialyte, sir?
* Let's get down to the lake — we're missing the regatta 
* In the <i>Planes</i> universe, that thing has a soul and can die
* Curse this final form!
* Hold that story, it's room service with my blooming onion and you can't have any
* — Where'd this thing come from? — God, I guess
* His mirth levels are off the charts!
* They say fighting for your life can be very therapeutic for cardiac patients","netflix, mst3k, nature attacks, heist",2024-05-27
2024-05-28,Brain Bucket,2024,https://boxd.it/6z5FKn,,,<blockquote><i>I love snowboarding and I love beer</i></blockquote>,"youtube, short",2024-05-28
2024-05-29,Day of the Dead,1985,https://boxd.it/6zjIoR,3.5,,"<b><a href=""https://boxd.it/pRNg0/detail"" rel=""nofollow"">Hooptober 4.0 | 28/31 | Romero Dead</a></b>

Dr. Sarah Bowman sits, head bowed, in a white brick room. Across from her, a calendar with days demarcated by red X's. She approaches the calendar, reminiscing over the October image of people in a pumpkin field. Suddenly, dozens of rotting hands break through the brick wall like paper, reaching toward Dr. Bowman.

She awakens in a helicopter flying over Fort Myers. Private Miguel Salazar prays, kissing a cross around his neck. Bill McDermott continues to try people on the radio but can't get anyone. Dr. Bowman suggests settling down, to which Bill scoffs. But Dr. Bowman is determined to take every chance possible to find survivors. John, the pilot, agrees to land but will take off at the first sign of trouble.

Dr. Bowman and Private Salazar walk the desolated streets. Salazar uses the bullhorn, calling for anyone alive — a vocal sample I recognize from the Gorillaz song M1 A1. Bill continues to broadcast out, but John tells him not to bother. The undead hears the bullhorn and rouse from the static state — missing jaws, eyes, and noses. Soon, a hoard of hundreds convenes in the street. The crew hopelessly boards the helicopter and returns to their base — an underground missing bunker in the Everglades.

Underground, Dr. Logan keeps a collection of undead as test subjects in an underground corral in the compound. He believes he can domesticate them through training. He may be right, as soldiers call out for the undead, and the undead hesitate — they're learning. Still, Dr. Bowman believes they should look to cure the virus.

Miguel's loosening grip on reality nearly causes an undead to kill one of their soldiers. The other soldiers threaten to throw him to the undead for his recklessness. When Dr. Bowman saves him, he slaps her repeatedly for making him look weak.

If all this wasn't enough, Major Cooper died that morning, putting Captain Rhodes in charge. Captain Rhodes opposes the collection of undead, especially as research shows little progress. Rhodes intends to execute anyone who stands in his way.

In this grim power play, the film looks for glimpses of humanity and a unifying cause.

George A. Romero's <i>Dead</i> series launched the zombie craze without ever referring to them as zombies. Here, Romero critiques Reagan's military-industrial complex and the cultural apathy that dominated postmodern discourse.

This film came out in the shadow of two films that owe much to the previous <i>Dead</i> films: <i>Re-Animator</i> and <i>Return of the Living Dead</i>. Compared to those high-octane romps, this film takes a slower, talkier approach.

It also isn't the film that Romero set out to make. He cut a 204-page script down to 122 and still could not receive the funding necessary to make it — Romero's recurring foil throughout his career. The story would sound familiar to Fallout fans — a society attempts to rebuild while the military funds projects to weaponize the undead in service of humanity. But, you know, hubris.

Romero's producers offered him a choice: receive the $7 million and make an R-rated film, or receive half that to produce an X/unrated film. He chose the latter for artistic integrity, but the budget limits only hindered his ability to tell the story he wanted. We still get Tom Savini's spectacular gore effects — his assistant, Greg Nicotero, would serve as the principal effects person on <i>The Walking Dead.</i>

Still, the filmmakers could not realize the scale. With the slashed budget, Romero rewrote the film from scratch, producing the 88-page script we see in this movie. And, as the producers guessed, Savini's effects on the brutal kills led to an X rating.

The resulting film is a dark reflection of Romero's most pessimistic tendencies. The oasis that John and Bill have feels nice but also disconnected from reality. John believed the plague was a curse from god and that none of our knowledge matters — they have opted out and chosen self-preservation.

It's wild how many brilliant actors are here, giving the broadest, loudest performances. With a character-heavy script on a sci-fi concept, the film has trouble getting to the action. But once it gets going, it's fucking gnarly.

I love the score! It has a satisfying blend of emotional and haunting moments.

Bub is the most inspiring aspect of the movie — rediscovering the humanity of who the military reduced to ""the enemy."" The rest of the movie undermines this for the sake of kills, but the kills are the best part of the movie.

Overall, this is a significantly weaker film than the predecessors, helped by moments of humanity and disgusting gore.","shudder, joe bob, hooptober, hooptober4.0, zombies, post-apocalypse",2024-05-28
